0		0
1		0
2		0
3		0
4		0
5		1
6		0
7		0
8		0
9		0
10		1
11		0
12		446
13		631
14		659
15		719
16		863
17		942
18		976
19		1017
20		1048
21		1084
22		1193
23		1232
24		1274
25		1495
26		1651
27		1846
28		2118
29		2293
30		2157
31		1944
32		1626
33		1400
34		1348
35		1259
36		1187
37		1187
38		1136
39		1197
40		1288
41		1182
42		1183
43		1140
44		1123
45		1149
46		1135
47		1121
48		1080
49		1072
50		1064
51		1097
52		1076
53		1057
54		1055
55		1050
56		1050
57		1002
58		988
59		1015
60		1005
61		939
62		982
63		964
64		899
65		896
66		827
67		801
68		778
69		865
70		817
71		806
72		806
73		839
74		778
75		821
76		792
77		798
78		752
79		788
80		772
81		772
82		700
83		696
84		729
85		675
86		701
87		702
88		623
89		624
90		636
91		655
92		582
93		548
94		628
95		538
96		571
97		587
98		565
99		569
100		557
101		549
102		586
103		577
104		547
105		592
106		575
107		603
108		620
109		577
110		595
111		574
112		541
113		549
114		514
115		468
116		474
117		483
118		464
119		462
120		451
121		482
122		510
123		495
124		552
125		594
126		624
127		614
128		690
129		654
130		652
131		684
132		653
133		685
134		608
135		585
136		556
137		508
138		443
139		438
140		418
141		376
142		300
143		311
144		265
145		270
146		254
147		248
148		239
149		237
150		231
151		231
152		212
153		201
154		195
155		206
156		209
157		221
158		193
159		194
160		215
161		183
162		210
163		176
164		202
165		183
166		182
167		202
168		189
169		205
170		178
171		181
172		183
173		191
174		181
175		202
176		196
177		214
178		207
179		203
180		196
181		214
182		218
183		223
184		238
185		232
186		217
187		207
188		214
189		223
190		219
191		196
192		205
193		227
194		192
195		184
196		178
197		174
198		164
199		174
200		174
201		188
202		145
203		178
204		165
205		166
206		169
207		168
208		161
209		158
210		173
211		174
212		176
213		163
214		156
215		160
216		171
217		163
218		171
219		168
220		149
221		162
222		146
223		149
224		156
225		171
226		189
227		171
228		189
229		149
230		165
231		158
232		147
233		152
234		149
235		152
236		194
237		175
238		163
239		180
240		175
241		189
242		164
243		164
244		174
245		160
246		179
247		168
248		168
249		159
250		169
251		169
252		176
253		162
254		162
255		157
256		164
257		133
258		151
259		168
260		169
261		161
262		175
263		167
264		137
265		182
266		158
267		166
268		160
269		139
270		160
271		155
272		145
273		155
274		172
275		164
276		160
277		167
278		160
279		147
280		174
281		175
282		156
283		142
284		183
285		154
286		159
287		161
288		178
289		160
290		195
291		160
292		140
293		150
294		174
295		165
296		157
297		168
298		173
299		180
300		201
301		157
302		165
303		164
304		197
305		138
306		168
307		184
308		161
309		180
310		162
311		149
312		198
313		179
314		189
315		173
316		194
317		187
318		170
319		149
320		167
321		177
322		143
323		185
324		196
325		177
326		167
327		184
328		161
329		191
330		186
331		172
332		186
333		165
334		167
335		157
336		184
337		185
338		167
339		169
340		166
341		149
342		145
343		134
344		159
345		143
346		162
347		158
348		150
349		128
350		113
351		116
352		125
353		124
354		117
355		119
356		157
357		146
358		122
359		114
360		128
361		106
362		122
363		127
364		110
365		137
366		132
367		119
368		116
369		105
370		111
371		135
372		110
373		114
374		124
375		126
376		136
377		118
378		107
379		105
380		104
381		113
382		106
383		121
384		108
385		108
386		110
387		89
388		106
389		102
390		112
391		92
392		95
393		112
394		103
395		95
396		105
397		94
398		115
399		106
400		111
401		103
402		133
403		128
404		134
405		133
406		149
407		142
408		165
409		138
410		209
411		191
412		219
413		254
414		274
415		300
416		270
417		315
418		325
419		360
420		348
421		363
422		379
423		367
424		383
425		357
426		369
427		355
428		371
429		318
430		328
431		294
432		280
433		275
434		238
435		234
436		219
437		194
438		184
439		158
440		151
441		126
442		115
443		108
444		83
445		103
446		74
447		68
448		64
449		69
450		78
451		69
452		56
453		83
454		80
455		54
456		73
457		92
458		82
459		93
460		128
461		110
462		131
463		130
464		146
465		177
466		169
467		222
468		215
469		226
470		253
471		245
472		252
473		298
474		281
475		308
476		298
477		269
478		304
479		305
480		315
481		305
482		305
483		287
484		279
485		256
486		239
487		213
488		214
489		217
490		184
491		160
492		159
493		132
494		114
495		113
496		108
497		90
498		69
499		54
500		54
501		53
502		59
503		42
504		35
505		30
506		21
507		24
508		4
509		16
510		8
511		14
512		12
513		10
514		6
515		8
516		5
517		9
518		10
519		10
520		12
521		9
522		6
523		10
