0	99.0000	
1	99.3801	
2	108.0341	
3	115.2328	
4	114.4571	
5	114.0601	
6	122.5421	
7	136.1277	
8	159.0484	
9	198.8034	
10	230.6226	
11	232.6856	
12	217.5106	
13	191.5333	
14	172.5411	
15	165.9012	
16	193.5194	
17	246.4801	
18	269.5485	
19	267.6461	
20	243.8115	
21	202.1890	
22	166.5878	
23	168.9024	
24	180.4834	
25	217.0711	
26	243.3549	
27	246.1905	
28	209.1025	
29	172.6347	
30	144.3280	
31	143.3840	
32	123.3502	
33	110.8212	
34	104.5206	
35	107.9626	
36	109.3363	
37	109.7356	
38	103.1620	
39	107.3484	
40	109.9293	
41	109.2376	
42	109.2498	
43	130.3821	
44	133.4991	
45	137.7852	
46	161.9215	
47	214.5816	
48	241.6414	
49	249.7266	
50	227.7772	
51	187.2237	
52	181.4335	
53	169.5538	
54	188.9998	
55	237.7198	
56	277.3482	
57	293.4543	
58	261.6789	
59	220.4240	
60	184.2498	
61	176.9897	
62	178.1790	
63	202.0935	
64	243.6553	
65	258.1819	
66	225.0698	
67	187.5528	
68	154.6184	
69	135.4078	
70	127.7811	
71	124.7925	
72	126.7105	
73	113.7544	
74	111.9171	
75	105.5788	
76	106.1539	
77	96.0064	
78	104.3271	
79	105.7212	
80	113.3041	
81	119.9975	
82	119.9455	
83	129.1975	
84	142.9919	
85	162.2249	
86	191.2595	
87	231.4188	
88	252.6354	
89	250.4154	
90	230.6430	
91	204.5646	
92	173.8500	
93	179.7047	
94	203.6524	
95	242.2051	
96	287.4550	
97	299.1805	
98	261.8103	
99	225.5341	
100	193.6720	
101	178.1113	
102	179.9135	
103	196.4107	
104	230.9917	
105	264.7113	
106	247.1529	
107	219.3443	
108	177.5828	
109	151.1677	
110	125.8433	
111	116.4200	
112	107.9915	
113	114.9119	
114	113.8299	
115	104.8037	
116	102.4498	
117	106.4575	
118	110.5546	
119	110.9039	
120	110.9222	
121	108.3812	
122	125.4354	
123	118.6408	
124	121.5593	
125	124.1552	
126	143.5986	
127	189.1104	
128	231.0962	
129	256.6458	
130	265.6957	
131	234.6540	
132	205.9337	
133	190.3610	
134	172.3782	
135	179.8851	
136	221.0888	
137	274.1297	
138	307.6807	
139	305.2810	
140	283.0056	
141	229.9378	
142	192.0211	
143	174.4669	
144	176.5354	
145	207.9722	
146	232.0167	
147	261.4136	
148	253.5150	
149	227.4248	
150	182.4810	
151	165.9467	
152	152.2185	
153	126.6761	
154	116.3432	
155	114.4635	
156	109.3041	
157	106.0920	
158	106.7425	
159	103.5302	
160	98.4296	
161	91.5011	
162	104.1815	
163	121.8012	
164	114.4125	
165	114.1512	
166	120.3500	
167	126.3272	
168	141.7048	
